100	-190
300	0
500	0
700	0
900	0
1100	0
1300	0
1500	0
1700	0
1900	0
2100	0
2300	0
2500	0
2700	-380
2900	0
3100	0
3300	0
3500	0
3700	0
3900	0
4100	0
4300	-209
4500	0
4700	0
4900	0
5100	0
5300	0
5500	0
5700	-380
5900	0
6100	-380
6300	33
6500	34
6700	0
6900	33
7100	0
7300	0
7500	0
7700	0
7900	0
8100	0
8300	0
8500	0
8700	0
8900	0
9100	25
9300	0
9500	0
9700	0
9900	0
10100	0
10300	0
10500	0
10700	0
10900	0
11100	0
11300	0
11500	0
11700	0
11900	0
12100	0
12300	0
12500	0
12700	0
12900	0
13100	0
13300	0
13500	0
13700	0
13900	0
14100	0
14300	0
14500	0
14700	0
14900	0
15100	0
15300	0
15500	0
15700	0
15900	0
16100	0
16300	0
16500	0
16700	0
16900	0
17100	25
17300	0
17500	0
17700	0
17900	0
18100	0
18300	0
18500	0
18700	0
18900	0
19100	0
19300	0
19500	0
19700	0
19900	0
20100	0
20300	0
20500	0
20700	0
20900	0
21100	0
21300	0
21500	0
21700	0
21900	0
22100	0
22300	0
22500	0
22700	0
22900	0
23100	0
23300	0
23500	0
23700	0
23900	0
24100	0
24300	0
24500	0
24700	0
24900	0
25100	0
25300	0
25500	0
25700	0
25900	0
26100	0
26300	0
26500	0
26700	0
26900	0
27100	0
27300	0
27500	0
27700	0
27900	0
28100	0
28300	0
28500	0
28700	0
28900	0
29100	0
29300	0
29500	0
29700	0
29900	0
30100	0
30300	0
30500	0
30700	0
30900	0
31100	0
31300	25
31500	0
31700	0
31900	0
32100	0
32300	0
32500	0
32700	0
32900	0
33100	0
33300	0
33500	0
33700	0
33900	0
34100	0
34300	0
34500	0
34700	0
34900	0
35100	0
35300	0
35500	0
35700	0
35900	0
36100	0
36300	0
36500	0
36700	0
36900	0
37100	0
37300	0
37500	0
37700	0
37900	0
38100	0
38300	0
38500	0
38700	0
38900	0
39100	0
39300	0
39500	0
39700	0
39900	0
40100	0
40300	0
40500	0
40700	0
40900	0
41100	0
41300	0
41500	0
41700	0
41900	0
42100	0
42300	1
42500	0
42700	0
42900	0
43100	0
43300	0
43500	0
43700	0
43900	0
44100	0
44300	0
44500	0
44700	0
44900	0
45100	0
45300	0
45500	0
45700	0
45900	0
46100	0
46300	0
46500	0
46700	0
46900	0
47100	0
47300	0
47500	0
47700	0
47900	0
48100	0
48300	0
48500	0
48700	0
48900	0
49100	0
49300	0
49500	0
49700	0
49900	0
50100	0
50300	0
50500	0
50700	0
50900	0
51100	0
51300	0
51500	0
51700	0
51900	0
52100	0
52300	0
52500	0
52700	0
52900	0
53100	0
53300	0
53500	0
53700	0
53900	0
54100	0
54300	0
54500	0
54700	0
54900	0
55100	0
55300	0
55500	0
55700	0
55900	0
56100	0
56300	0
56500	0
56700	25
56900	0
57100	0
57300	-9
57500	0
57700	0
57900	0
58100	0
58300	0
58500	0
58700	0
58900	0
59100	0
59300	0
59500	0
59700	0
59900	0
60100	0
60300	0
60500	0
60700	0
60900	0
61100	0
61300	0
61500	0
61700	0
61900	0
62100	0
62300	0
62500	0
62700	0
62900	0
63100	0
63300	0
63500	0
63700	0
63900	0
64100	0
64300	0
64500	0
64700	0
64900	0
65100	0
65300	0
65500	0
65700	0
65900	0
66100	0
66300	0
66500	0
66700	25
66900	0
67100	0
67300	0
67500	0
67700	0
67900	0
68100	0
68300	0
68500	0
68700	0
68900	0
69100	0
69300	0
69500	0
69700	0
69900	0
70100	0
70300	0
70500	0
70700	0
70900	0
71100	0
71300	0
71500	0
71700	0
71900	0
72100	25
72300	0
72500	0
72700	0
72900	0
73100	0
73300	0
73500	0
73700	0
73900	0
74100	0
74300	0
74500	0
74700	0
74900	0
75100	0
75300	0
75500	0
75700	0
75900	1
